Question,label,pred,diff
Trying different options is essential when seeking the right medication.,1,1,0
People respond differently to antidepressants.,1,1,0
Should you bring up your concerns with the professional who provided the diagnosis?,1,1,0
Can the professional answer your questions if you discuss your concerns with them?,1,1,0
Will understanding the professional's decision become better by discussing your concerns with them?,1,1,0
Is it recommended to ask for a second opinion if the situation doesn't get resolved or a follow-up appointment is not possible?,1,1,0
Does a second opinion involve assessment from a different professional?,1,1,0
Will getting a second opinion help in better understanding the situation?,1,1,0
Are second opinions common when making major health decisions?,1,1,0
Will asking for a second opinion hurt anyone's feelings?,0,0,0
Should you contact your family doctor or go to a walk-in clinic to discuss your options?,1,1,0
Is it possible to get a referral to a different program or health professional from your family doctor?,1,1,0
Is it necessary to discuss your concerns with the professional who provided the diagnosis?,1,1,0
Can a second opinion provide a different perspective on what's going on with your health?,1,1,0
Should you seek a second opinion only when dealing with major health issues?,0,0,0
Will the professional be unwilling to consider your request for a second opinion?,0,0,0
Is it discouraged to ask for a second opinion in the medical field?,0,0,0
Is it guaranteed that a second opinion will give you a better understanding of your health situation?,0,0,0
Is it essential to get a referral before seeking a second opinion from another health professional?,0,0,0
Can discussing your concerns with the professional lead to potential solutions?,1,1,0
Should you avoid discussing your doubts and questions about the diagnosis?,0,0,0
Is it advisable to talk to your family doctor about your options and concerns?,1,1,0
Will the professional be upset if you request a second opinion?,0,0,0
Is it common for people to ask for a second opinion when unsure about their health situation?,1,1,0
Can a second opinion help in making informed decisions about your health?,1,1,0
Should you rely solely on the first diagnosis without any doubts?,0,0,0
Is it better to have a different perspective on your health condition?,1,1,0
Would a second opinion be irrelevant in understanding your health condition?,0,0,0
Should you follow the professional's decision without asking any questions?,0,0,0
Is it likely for the doctor to accommodate reasonable requests for a second opinion?,1,1,0
Can a second opinion replace the need for your family doctor's input?,0,0,0
Should you refrain from seeking a second opinion to avoid wasting time?,0,0,0
Will the professional feel insulted if you seek a second opinion?,0,0,0
Is it preferable to discuss your concerns with someone else instead of the professional who diagnosed you?,0,0,0
Should you ask for a second opinion if you feel unsure about the first diagnosis?,1,1,0
Is it common for patients to get a second opinion before proceeding with treatment?,1,1,0
Should you consult with a different professional if a follow-up appointment is not possible?,1,1,0
Is it inappropriate to seek a second opinion from another health professional?,0,0,0
Should you rely on online resources for a second opinion rather than a professional?,0,0,0
Will a second opinion always be consistent with the first diagnosis?,0,0,0
Should you discuss your options and concerns with your family members before seeking a second opinion?,0,1,1
Can a second opinion provide more clarity on what to do about your health situation?,1,1,0
Should you avoid questioning the professional's decision to maintain trust?,0,0,0
Is it essential to ask for a second opinion when dealing with major health decisions?,1,1,0
Should you consider the possibility of getting a second opinion if you're not satisfied with the initial diagnosis?,1,1,0
Is it challenging when someone close to you is struggling or causing harm?,1,1,0
Is it advisable to diagnose health conditions online without professional help?,0,0,0
Should professionals handle health condition diagnoses instead of laypeople?,1,1,0
Can trying to take complete responsibility for someone's recovery harm a relationship?,1,1,0
Is it necessary for the person being treated to actively participate in their recovery?,1,1,0
Should you always do the recovery work entirely for the person you care about?,0,0,0
Is it important to listen to the person's viewpoint about their difficulties?,1,1,0
Should you consider the negative impacts a person's difficulties have on their life?,1,1,0
Is it rare for the person being treated to participate in their recovery actively?,0,0,0
Can attempting to do all the recovery work for someone damage your relationship?,1,1,0
Is it advised to be honest about your concerns when helping someone in need?,1,1,0
Should you ignore the impacts that worry you when assisting someone in need?,0,0,0
Should you work together with the person to find a mutually agreeable solution?,1,1,0
Is it necessary to compromise when trying to find a solution for someone's problem?,1,1,0
Is it a good idea to offer to go with them to an appointment for support?,1,1,0
Should you discourage them from doing an online screening self-test?,0,0,0
Is it helpful to involve someone else close to them who shares the same concern?,1,1,0
Is it okay to neglect your own care and support while helping someone in need?,0,0,0
Is it essential to seek care and support for yourself during this time?,1,1,0
Can you be less concerned if the person you care about has a different idea of the cause?,0,1,1
Should you encourage the person to notice changes and seek help on their own?,1,1,0
Is it wise to leave the diagnosis to professionals instead of self-diagnosing?,1,1,0
Can diagnosing a health condition online be completely safe and reliable?,0,0,0
Is it best to handle health condition diagnoses on your own without help?,0,0,0
Should you ignore the person's viewpoint when discussing their difficulties?,0,0,0
Is it necessary for the person to be an active participant in their treatment?,1,1,0
Should you take full responsibility for someone's recovery without their input?,0,0,0
Is it helpful to involve others close to the person to assist in their recovery?,1,1,0
Should you compromise even if it means an unsatisfactory solution for everyone?,0,0,0
Is it harmful to the relationship if you try to handle their recovery entirely?,1,1,0
Is it crucial to consider the negative impacts on their life when trying to help?,1,1,0
Is it rare for adults to be responsible for their own care?,0,0,0
Should you avoid seeking professional help and rely on your own judgment?,0,0,0
Is it okay to leave the person's difficulties unaddressed if they don't want help?,0,0,0
Should you be cautious about diagnosing health conditions without professional input?,1,1,0
Is it beneficial to discuss concerns honestly with the person in need of help?,1,1,0
Is it wise to overlook the negative impacts you observe in their life?,0,0,0
"Should you insist on doing all the work for their recovery, regardless of their input?",0,0,0
Is it essential to involve others in finding a solution for their difficulties?,1,1,0
Should you encourage the person to seek help through an online screening test?,1,1,0
Is it a good idea to go with them to their appointment for support?,1,1,0
Should you seek care and support only if you are not close to the person in need?,0,0,0
Is it acceptable to disregard the person's viewpoint when helping them?,0,0,0
Is it essential for the person to actively participate in their recovery process?,1,1,0
Is it safe to diagnose health conditions without professional guidance?,0,0,0
Should you ignore the professionals' advice and rely on online sources?,0,0,0
Is it necessary to compromise to find a solution that works for everyone?,1,1,0
Is it advisable to take full responsibility for someone's recovery without help?,0,0,0
Is it harmful to involve others close to the person when trying to help?,0,0,0
Is it wrong to compromise if the solution may not fully satisfy everyone?,0,0,0
Should you let the person take complete control of their recovery process?,0,0,0
Is it crucial to understand the negative impacts of their difficulties on their life?,1,1,0
Should you take full responsibility for the person's recovery against their wishes?,0,0,0
Is it common for adults to be responsible for their own care?,1,1,0
Should you rely solely on online symptom-checking to diagnose health conditions?,0,0,0
A brain injury is synonymous with a mental illness.,0,0,0
Mental health problems can be a result of a brain injury.,1,1,0
Mental health problems are always caused by a brain injury.,0,0,0
Thoughts about a brain injury can lead to mental health problems.,1,1,0
Feelings of loss and frustration are common after a brain injury.,1,1,0
Quality of life changes are unrelated to mental health challenges.,0,0,0
Mental health challenges are exclusively linked to brain injuries.,0,0,0
Brain injury survivors never experience mental health issues.,0,0,0
Seeking help for mental health issues is unnecessary after a brain injury.,0,0,0
Treatment for mental health problems is possible after a brain injury.,1,1,0
Brain injury-related mental health problems can't be resolved.,0,0,0
Services for both brain injuries and mental health are available.,1,1,0
It's impossible to find service providers familiar with brain injuries and mental health.,0,0,0
The passage discusses brain injuries but not mental health problems.,0,0,0
Mental health problems resulting from a brain injury are permanent.,0,0,0
Mental health problems due to a brain injury can be managed effectively.,1,1,0
Brain injury survivors are always angry and frustrated.,0,0,0
Brain injuries may have no impact on mental health.,0,0,0
Quality of life is unaffected by mental health issues.,0,0,0
Brain injury survivors require specialized mental health treatment.,0,1,1
Mental health problems are only treatable in the case of brain injuries.,0,0,0
Seeking a service provider familiar with brain injuries is beneficial.,1,1,0
Mental health problems can arise even without a brain injury.,1,1,0
Feelings of anger and frustration are never associated with brain injuries.,0,0,0
Mental health problems are incurable after experiencing a brain injury.,0,0,0
Brain injury survivors should ignore their mental health challenges.,0,0,0
Treatment for mental health issues is effective regardless of the cause.,1,0,-1
Mental health problems can be caused by thoughts related to a brain injury.,1,1,0
Brain injuries are a leading cause of mental health problems.,0,1,1
Mental health problems are never a result of brain injuries.,0,0,0
It is impossible to find a service provider familiar with both brain injuries and mental health.,0,0,0
Seeking help for mental health issues is always necessary after a brain injury.,0,0,0
There is no solution for mental health challenges after a brain injury.,0,0,0
Mental health problems are always related to brain injuries.,0,0,0
Brain injury survivors can recover fully from mental health issues.,1,1,0
Mental health problems may have nothing to do with a brain injury.,1,1,0
Feelings of loss are not associated with mental health problems.,0,0,0
Quality of life changes are solely responsible for mental health challenges.,0,0,0
Brain injury survivors should only seek help from brain injury specialists.,0,0,0
Treatment for mental health problems is pointless after a brain injury.,0,0,0
Mental health problems are rare among brain injury survivors.,0,0,0
Brain injuries and mental health problems are completely unrelated.,0,0,0
"When a loved one experiences a physical health problem, is it easy to know how to best help them?",1,0,-1
"Many people feel unsure about how to help when a loved one experiences mental illness like depression, true or false?",1,1,0
Should you try to understand exactly what someone else with depression is experiencing to provide help?,0,1,1
Is it important to recognize that experiencing mental illness can be a difficult and painful experience for a loved one?,1,1,0
"If you have experienced depression yourself, should you tell your loved one that you know exactly how they feel?",0,0,0
"Learning more about depression can help in understanding the situation, true or false?",1,1,0
"Inviting a loved one to talk about their depression is a good idea, true or false?",1,1,0
Should you respect your loved one's boundaries if they are not ready to talk about everything at once?,1,1,0
Is it a good idea to share what worked for you in a similar situation with your loved one experiencing depression?,1,1,0
Should you assume you know what's best for your loved one in terms of the type of help they need?,0,0,0
"Some people may need practical help, such as assistance around the house, true or false?",1,1,0
"Emotional help, like someone to talk with, is helpful for everyone dealing with depression, true or false?",0,1,1
Should you ask a person what they need instead of assuming?,1,1,0
"Seeking support for yourself is a good idea if your loved one is experiencing depression, true or false?",1,1,0
Are there support groups specifically for family members and friends of those dealing with depression?,1,1,0
"Is the responsibility for a loved one's treatment solely on the family members and friends, true or false?",0,0,0
Are family members responsible for their child's treatment if the child is under 19 years of age?,1,1,0
"Forcing or threatening treatment is an effective way to help a loved one dealing with depression, true or false?",0,0,0
Should honest communication be maintained between you and your loved one even if they make choices you disagree with regarding their treatment?,1,1,0
"People over 19 years of age are free to make their own choices about treatment, true or false?",1,1,0
Can you offer support and encouragement to your loved one even if their treatment and recovery plans are their own choice?,1,1,0
Should you force or threaten a loved one to participate in their treatment plan?,0,0,0
"It's important to seek support for yourself when your loved one is experiencing depression, true or false?",1,1,0
Are family members and friends the only ones who can help a loved one seek different resources or services for their treatment?,0,0,0
Is the active involvement of your loved one necessary for any treatment to be effective?,1,1,0
Can forcing or threatening treatment lead to positive outcomes for everyone involved?,0,0,0
Should you maintain open and honest communication with your loved one even if they refuse treatment or choose a treatment you disagree with?,1,1,0
Are there any age restrictions on a person's right to make choices about their treatment?,0,1,1
"Should you respect your loved one's choices, even if you disagree with their treatment decisions?",1,1,0
"If your loved one experiences an episode of depression, can it have a negative impact on others around them?",1,1,0
Should you try to fix your loved one's depression problem immediately after they open up to you?,0,0,0
Is it necessary to compare your own experiences with depression to your loved one's experiences to offer support?,0,0,0
Can emotional help alone solve all the problems someone faces during depression?,0,0,0
Is it better to assume what type of help your loved one needs rather than asking them directly?,0,0,0
Is it essential to be respectful and understanding if your loved one is not ready to talk about certain aspects of their depression?,1,1,0
Is it helpful to have a list of resources to learn more about depression?,1,1,0
Is it better to give unsolicited advice to your loved one even if you don't know the whole story?,0,0,0
Is it important to recognize that everyone experiences illnesses like depression differently?,1,1,0
Can empathy be demonstrated by recognizing the impact of depression on your loved one's life?,1,1,0
Is it necessary to be an expert to offer help to a loved one experiencing depression?,0,0,0
Can offering practical help be beneficial for someone dealing with depression?,1,1,0
Should you ask your loved one about the strategies that worked for you in a similar situation?,1,1,0
Is it advisable to offer emotional help to someone dealing with depression?,1,1,0
Should you assume that your loved one wants to be included in social events during their depression?,0,1,1
Is it important to listen actively when your loved one opens up to you about their depression?,1,1,0
Can talking about problems or concerns be very hard for a loved one experiencing depression?,1,1,0
Should you compare your loved one's depression to your own experiences to understand them better?,0,0,0
Can you help your loved one seek different options or resources if they are unhappy with their current treatment?,1,1,0
Is it true that your loved one's treatment and recovery plans are entirely your responsibility as a family member or friend?,0,0,0
Should you force your loved one to participate in their treatment to ensure it works effectively?,0,0,0
Can offering support and encouragement to your loved one help them in their journey towards recovery?,1,1,0
Is someone else's illness your fault?,0,0,0
Can you control how someone else feels?,0,0,0
Can you control someone else's illness?,0,0,0
Can you control what someone else says?,0,0,0
Can you control what someone else does?,0,0,0
Should you take care of yourself when someone is not well?,1,1,0
Does learning about your parent's illness help you understand?,1,1,0
Are there easy-to-read booklets on mental illnesses available?,1,1,0
Can you find longer info sheets on mental illnesses?,1,1,0
Does the Centre for Addiction and Mental Health have information for young people?,1,1,0
Are a lot of people's feelings affected when a parent isn't well?,1,1,0
Can these feelings impact the way you think about yourself?,1,1,0
Can these feelings impact the way you think about other people?,1,1,0
Is it advised to put your oxygen mask on before helping others?,1,1,0
Can you help someone else if you aren't well yourself?,0,1,1
Is it your responsibility to take care of someone else's illness?,0,0,0
Does understanding your parent's illness change their feelings?,0,0,0
Can you control the impact of your parent's illness on you?,0,1,1
Can you control the mix of feelings you have about a situation?,0,1,1
Are all feelings experienced by people negative ones?,0,0,0
Are all feelings experienced by people positive ones?,0,0,0
Should you prioritize yourself when trying to help others?,1,1,0
Is it possible to understand someone else's experience completely?,0,0,0
Can understanding your parent's illness make it easier for you?,1,1,0
Can you control what emotions you feel about a situation?,0,1,1
Is it essential to focus on your own well-being during hardships?,1,1,0
Can feelings and experiences influence your self-perception?,1,1,0
Can feelings and experiences influence your perception of others?,1,1,0
Can you fully control the way others behave towards you?,0,0,0
Is it common to have a mix of feelings when dealing with a sick parent?,1,1,0
Does understanding someone else's experience always lead to solutions?,0,0,0
Should you prioritize other people's needs over your own?,0,0,0
Is it possible to control how someone else reacts to their illness?,0,0,0
Should you avoid taking care of yourself when someone is not well?,0,0,0
Is it your responsibility to make someone else's illness easier?,0,1,1
Should you ignore your own emotions when helping others?,0,0,0
Is it recommended to seek information about mental illnesses?,1,1,0
Should you neglect your well-being to focus on others?,0,0,0
Can focusing on your well-being benefit others in the long run?,1,1,0
Can focusing on your well-being benefit you in the long run?,1,1,0
Is it easier to help others when you are in a good state yourself?,1,1,0
Can a sick person's behavior always be understood completely?,0,0,0
Should you consider your feelings while dealing with a sick parent?,1,1,0
Is the number to call for help with suicidal thoughts 1-800-SUICIDE (1-800-784-2433)?,1,1,0
Can you get help through live chat at www.crisiscentrechat.ca?,1,1,0
Should you call 1-800-SUICIDE at any time if you need to talk to someone?,1,1,0
Is it recommended to call 911 if you or someone else is at risk of harm?,1,1,0
Having thoughts of suicide means someone will definitely end their life.,0,0,0
Does having thoughts of suicide indicate that someone needs extra help or support?,1,1,0
Is it important to talk to your doctor or mental health service provider if you have thoughts of suicide?,1,1,0
Should you encourage someone else to seek help if they are struggling with suicidal thoughts?,1,1,0
"Is ""Coping With Suicidal Thoughts"" a helpful resource for managing difficult feelings?",1,1,0
Does the Centre for Suicide Prevention offer resource toolkits only for the military community?,0,0,0
Are there resource toolkits available for young people from the Centre for Suicide Prevention?,1,1,0
"Can you find information on suicide, helping someone else, and finding help on the suicide info sheet?",1,1,0
Is the hotline number for suicide help available 24/7?,1,1,0
Should you call 1-800-SUICIDE for live chat support?,0,0,0
Is it necessary to call 911 if you're at risk of harm due to someone else's actions?,1,1,0
Should you call 1-800-SUICIDE if you are uncertain about how to help someone you care about?,1,1,0
Is having thoughts of suicide a common sign of needing extra help or support?,1,1,0
Can thoughts of suicide be managed with the help of a doctor or mental health service provider?,1,1,0
"Is ""Coping With Suicidal Thoughts"" a resource for supporting someone else?",0,0,0
Can you find information on suicide through live chat at www.crisiscentrechat.ca between 1 am and noon?,0,0,0
Should you talk to your doctor or mental health service provider only if you're struggling with suicidal thoughts?,0,0,0
Is the hotline number for suicide help only for those at risk of harm?,0,0,0
Can the Centre for Suicide Prevention provide resource toolkits for Aboriginal community members?,1,1,0
Should you call 1-800-SUICIDE if you're feeling distressed and need someone to talk to?,1,1,0
Is it advisable to encourage someone with suicidal thoughts to seek help?,1,1,0
Are thoughts of suicide a reason to seek additional support or assistance?,1,1,0
Can you call 911 if you think someone else might be in danger but you are not at risk of harm yourself?,1,1,0
Is the hotline 1-800-SUICIDE only available between noon and 1 am?,0,0,0
Can you find information on suicide and how to help others through the suicide info sheet?,1,1,0
Should you call 911 if you or someone else is facing potential harm?,1,1,0
"Does ""Coping With Suicidal Thoughts"" provide guidance for managing difficult thoughts?",1,1,0
"Is ""What is Suicide?"" a booklet with audio resources only?",0,0,0
Should you encourage someone struggling with suicidal thoughts to reach out for assistance?,1,1,0
Are there resource toolkits available for young people at the Centre for Suicide Prevention?,1,1,0
Is the Centre for Suicide Prevention exclusively focused on providing resources for the military community?,0,0,0
Can you call 1-800-SUICIDE for both talking to someone and getting local resource suggestions?,1,1,0
Is it recommended to call 1-800-SUICIDE if you're uncertain about how to help someone you care about?,1,1,0
Should you call 1-800-SUICIDE only if you're facing an immediate life-threatening situation?,1,0,-1
Using cannabis can only lead to benefits and never harms.,0,0,0
Using cannabis out of curiosity or while socializing with friends is associated with higher potential for harm.,0,1,1
Moderate use of cannabis is less likely to cause harm compared to heavy use.,1,1,0
Using cannabis to cope with daily life has little potential for harm.,0,0,0
Dealing with unpleasant feelings is associated with frequent and heavier cannabis use.,1,1,0
"Considering alternatives for coping, like talking with a parent, can reduce potential harms of cannabis use.",1,1,0
Starting cannabis use at a younger age increases the potential for harms.,1,1,0
The legal age to use cannabis in BC is 21.,0,0,0
"Our brains finish developing around age 25, reducing potential harmful effects of cannabis use if started after that age.",1,1,0
Young people with serious mental health issues should avoid using cannabis.,1,1,0
Cannabis has been linked to an increased risk of depression in young people with serious mental health issues.,0,1,1
Some people with mental health issues find cannabis helpful in reducing anxiety and stress.,1,1,0
Balancing potential benefits and harms is essential when young people with mental health concerns use cannabis.,1,1,0
Mixing cannabis with alcohol can decrease the likelihood of experiencing harms.,0,0,0
Intoxication from mixing cannabis and alcohol is less intense and shorter-lasting compared to using either substance alone.,0,0,0
"The suggested approach for using psychoactive substances is ""as much as you like, as often as you like, in any context you prefer.""",0,0,0
"Having an open, respectful relationship with young people can help prevent harms from substance use.",1,1,0
Encouraging young people to talk about cannabis use and other concerns shows that their opinions don't matter.,0,0,0
Engaging in dialogue with young people is an effective way to address any issues they might encounter in life.,1,1,0
The Canadian Institute for Substance Use Research is dedicated to supporting substance-free communities.,0,0,0
The Canadian Institute for Substance Use Research was previously known as CARBC.,1,1,0
The institute focuses solely on studying the benefits of substance use in communities.,0,0,0
Using cannabis has no impact on young people's mental health.,0,0,0
Starting cannabis use at an early age can mitigate potential harmful effects on the brain.,0,0,0
Cannabis can increase the risk of psychosis and schizophrenia in some individuals.,1,1,0
Young people who mix cannabis with other substances are less likely to experience harmful effects.,0,0,0
"A simple way to gauge substance use is ""as much as you can handle, as often as you want, and anywhere you prefer.""",0,0,0
"Having an open, respectful relationship with a young person is not a significant factor in preventing harms from substance use.",0,0,0
Talking to young people about substance use indicates that their well-being is important to you as a parent or caring adult.,1,1,0
The Canadian Institute for Substance Use Research focuses solely on researching the harmful effects of cannabis.,0,0,0
Delaying cannabis use until early adulthood eliminates the risk of potential harmful effects on the brain.,0,0,0
Some young people with multiple predisposing factors should avoid using cannabis.,1,1,0
Using cannabis can lead to serious mental health issues.,0,1,1
"Balancing potential benefits and harms is essential for young people, especially those with mental health concerns.",1,1,0
"Using cannabis can lead to a safer and healthier life, even for young people with mental health issues.",0,0,0
Using cannabis in a safe context can reduce the possibility of experiencing harms.,1,1,0
The legal age to use cannabis in BC is 18.,0,0,0
Do 'mental health' and 'mental illness' have the same meaning?,0,0,0
"According to the World Health Organization, can there be health without mental health?",0,0,0
Will everyone experience a mental illness in their lifetime?,0,0,0
Is mental health only about emotions and feelings?,0,0,0
Is mental health related to our ability to solve problems and overcome difficulties?,1,1,0
Does mental health include our social connections and understanding of the world around us?,1,1,0
Are there various mental illnesses with different symptoms that affect people differently?,1,1,0
"Is health comparable to an on/off switch, with only two states?",0,0,0
Do people only experience either great health or serious health problems?,0,0,0
Can someone have poor mental health without having a mental illness?,1,1,0
"Is it common for people to have days when they feel down, stressed, or overwhelmed?",1,1,0
Is good mental health about being happy and confident all the time?,0,0,0
Is good mental health related to the ability to cope well with problems and concerns?,1,1,0
Can someone have good mental health while having a diagnosis of a mental illness?,1,1,0
Are mental illnesses usually long-lasting and continuous?,0,0,0
Is it possible for people with mental illnesses to experience times of better or good health?,1,1,0
Does good mental health guarantee a problem-free life?,0,0,0
Is it possible for someone with a mental illness to lead a meaningful life and contribute to their community?,1,1,0
Are mental illnesses always severe and debilitating?,0,0,0
Can people with mental illnesses never improve or recover completely?,0,0,0
"Is everyone's journey to well-being the same, with no differences in the challenges they face?",0,0,0
Can anyone live well and work towards their goals with the right supports and tools?,1,1,0
Is mental health entirely about emotional well-being?,0,0,0
Does mental health include our ability to interact with others?,1,1,0
Are mental illnesses the only things that impact people's lives in different ways?,0,0,0
Is health a static state that never changes?,0,0,0
Is it possible for people to experience varying degrees of health throughout their lives?,1,1,0
Can someone experience good mental health and still face occasional problems?,1,1,0
Does good mental health mean ignoring any problems or concerns?,0,0,0
Is the ability to cope well with challenges a part of good mental health?,1,1,0
Do mental illnesses always lead to poor mental health?,0,0,0
Can someone have poor mental health and never experience a mental illness?,0,1,1
Is it common for people to experience episodic mental health issues?,1,1,0
Can someone have a mental illness and experience times of better or good mental health?,1,1,0
"Is it possible to find meaning and contribute to the community with the right supports, regardless of health?",1,1,0
Are mental illnesses the only health conditions that have episodic patterns?,0,0,0
Is everyone's path to well-being smooth and without any challenges?,0,0,0
Can mental health be improved with appropriate help and tools?,1,1,0
Does mental health only include thoughts and feelings?,0,0,0
Is the ability to understand the world around us a part of mental health?,1,1,0
Can different mental illnesses have similar symptoms?,0,1,1
Is health an absolute state without any variations?,0,0,0
Can health range from great or good to poor or disabled?,1,1,0
Can someone have poor mental health and a mental illness simultaneously?,1,1,0
Is mental health solely about being happy and content with life?,0,0,0
Is mental health related to how well we handle challenges and adversities?,1,1,0
Is it possible for someone to have good mental health and never experience mental illness?,1,1,0
Are mental illnesses always chronic and continuous?,0,0,0
Can mental health improve and deteriorate over time?,1,1,0
"Is mental health the same for everyone, regardless of their circumstances?",0,0,0
Can individuals live well and work towards their goals even with mental health challenges?,1,1,0
"Is mental health only about emotions and feelings, excluding thoughts?",0,0,0
Does mental health affect our social connections and interactions with others?,1,1,0
Are all mental illnesses characterized by distinct symptoms and impacts?,0,1,1
"Is health a binary concept, with no in-between states?",0,0,0
Can people experience a range of health conditions from excellent to average to poor?,1,1,0
Is anxiety a normal reaction to events and situations in our lives?,1,1,0
Anxiety alerts us to danger or other threats.,1,1,0
Anxiety prepares our bodies to fight back or escape from a dangerous situation.,1,1,0
"Scientists call the anxiety response the 'fight, flight, or freeze' response.",1,1,0
A manageable amount of anxiety can be helpful.,1,1,0
Anxiety can motivate you to prepare for a test or finish a task.,1,1,0
Moving to a new home or celebrating an important milestone can bring up anxiety.,1,1,0
Anxiety becomes a problem when it becomes overwhelming or unmanageable.,1,1,0
Anxiety disorders have a big impact on people's lives.,1,1,0
Anxiety may cause people to avoid going about their daily lives.,1,1,0
Anxiety can lead to uncomfortable physical sensations and health problems.,1,1,0
Anxiety disorders can be treated.,1,1,0
It is important to seek help if you're concerned about anxiety in your life.,1,1,0
Normal anxiety is related to a specific situation or problem.,1,1,0
Normal anxiety lasts only as long as the situation or problem.,1,1,0
Normal anxiety is proportional to the situation or problem.,1,1,0
Normal anxiety is a realistic response to a realistic problem or situation.,1,1,0
Anxiety may come up unexpectedly for seemingly no reason.,1,1,0
The anxiety response to a situation or problem may be much stronger than expected in someone with an anxiety disorder.,1,1,0
People with anxiety disorders may experience a lot of unrealistic anxiety.,1,1,0
"Anxiety may last for a long time, even after the situation or problem is resolved.",1,1,0
Anxiety may feel impossible to control or manage.,1,1,0
People with anxiety disorders may avoid triggering situations or things.,1,1,0
"Many people are a bit nervous about flying, which is a normal reaction.",1,1,0
Someone with an anxiety disorder may not be able to travel to the airport.,1,1,0
Is anxiety classified as Trauma- and Stressor-Related Disorders?,0,0,0
Is anxiety classified as Obsessive-Compulsive and Related Disorders?,0,0,0
Anxiety can only be caused by negative events.,0,0,0
Anxiety can never be helpful.,0,0,0
Anxiety disorders cannot be treated.,0,0,0
"Anxiety is always a problem, even if it's manageable.",0,0,0
People with anxiety disorders are not aware that their anxiety is not based in reality.,0,0,0
Anxiety is only related to unrealistic problems.,0,0,0
Normal anxiety is not related to specific situations.,0,0,0
Normal anxiety is not proportional to the situation or problem.,0,0,0
Anxiety disorders always lead to physical health problems.,0,0,0
Anxiety disorders do not impact people's lives significantly.,0,0,0
Seeking help is not important if you're concerned about anxiety.,0,0,0
Normal anxiety is not a realistic response to a realistic problem or situation.,0,0,0
Anxiety is always caused by external factors.,0,0,0
People with anxiety disorders can easily control and manage their anxiety.,0,0,0
Normal anxiety always lasts for an extended period.,0,0,0
People with anxiety disorders never avoid triggering situations or things.,0,0,0
Normal anxiety is the same as an anxiety disorder.,0,0,0
Anxiety disorders are caused by fear of flying.,0,0,0
Anxiety disorders only affect people's personal lives.,0,0,0
Anxiety disorders make people avoid work-related situations.,0,1,1
Normal anxiety is always based in reality.,0,0,0
People with anxiety disorders don't experience physical sensations.,0,0,0
People with anxiety disorders are not trapped by their thoughts and feelings.,0,0,0
Anxiety disorders are incurable.,0,0,0
"Normal anxiety is unrelated to the 'fight, flight, or freeze' response.",0,0,0
Anxiety disorders only occur in certain age groups.,0,0,0
Anxiety is not a part of being human.,0,0,0
Stress and anxiety are completely unrelated.,0,0,0
Stress and anxiety can be used interchangeably.,0,0,0
"The 'fight, flight, or freeze' response is related to stress but not anxiety.",0,0,0
Stress and anxiety have similar physical sensations.,1,1,0
The cause of stress and anxiety is always the same.,0,0,0
Stress is mainly caused by internal factors.,0,0,0
Anxiety is mainly caused by external factors.,0,0,0
Stress symptoms usually vanish after the stressful situation ends.,1,0,-1
Anxiety symptoms disappear once the cause of anxiety is identified.,0,0,0
Anxiety focuses on concerns about potential threats.,1,1,0
Stress focuses on worrying about the anxiety itself.,0,0,0
Anxiety and stress can never coexist in the same person.,0,0,0
Prolonged stress and anxiety can affect our well-being.,1,1,0
Stress is related to the 'freeze' response in dangerous situations.,0,1,1
Anxiety is related to the 'fight' response to confront challenges.,0,1,1
Both stress and anxiety are inherent human characteristics.,1,1,0
Stress and anxiety are always problematic and should be avoided at all costs.,0,0,0
Stress and anxiety are not emotions but rather physical responses.,0,0,0
Identifying the cause of stress can be straightforward.,1,0,-1
Anxiety usually arises from coping effectively with external pressures.,0,0,0
Stress is more likely to have a defined cause compared to anxiety.,1,1,0
Anxiety never involves worrying about the anxiety itself.,0,0,0
Anxiety is less disruptive to daily life compared to stress.,0,0,0
Stress and anxiety can both impact our daily life if they persist.,1,1,0
Stress is always triggered by external factors.,0,0,0
Anxiety is always triggered by internal factors.,0,0,0
Stress and anxiety have no relation to our fight-or-flight response.,0,0,0
Stress and anxiety can have similar psychological effects.,1,1,0
Anxiety is more challenging to comprehend than stress.,1,1,0
Stress and anxiety are temporary emotions that never last long.,0,0,0
Both stress and anxiety can lead to physical health issues.,1,1,0
Stress is predominantly a mental phenomenon.,0,0,0
Anxiety can be beneficial for enhancing productivity.,0,1,1
Stress and anxiety management techniques are identical.,0,0,0
Chronic stress and chronic anxiety are synonymous.,0,0,0
Anxiety only focuses on immediate threats.,0,0,0
Stress can arise from pressures that are either internal or external.,1,1,0
Anxiety always has clear and obvious triggers.,0,0,0
Stress and anxiety are emotions primarily experienced by non-human animals.,0,0,0
Anxiety can cause us to worry about potential dangers even when everything is safe.,1,1,0
Stress and anxiety are states of mind that cannot be influenced by external factors.,0,0,0
Anxiety is the result of an evolved survival mechanism.,1,1,0
Stress is always linked to external events and circumstances.,0,0,0
Anxiety is an emotional response with no physical components.,0,0,0
Stress and anxiety can both be managed effectively with proper coping strategies.,1,1,0
Anxiety and stress can manifest differently in different individuals.,1,1,0
Stress and anxiety never co-occur in the same person.,0,0,0
"Anxiety is a long-term response, while stress is short-term.",0,0,0
Stress and anxiety can both impact our mental health.,1,1,0
Anxiety is a unique phenomenon experienced only by humans.,0,0,0
